,index,name,url,hdd_ssd,capacity,rpm0/read1,cache0/write1,PRICE
66,66,WESTERN DIGITAL WD2003FZEX [2TB SATA600 7200],https://kakaku.com/item/K0000596578/,0,2000.0,7200.0,64000.0,14938.0
67,67,SEAGATE ST6000DM004 [6TB SATA600 7200],https://kakaku.com/item/K0000930242/,0,6000.0,7200.0,256000.0,20600.0
68,68,WESTERN DIGITAL WD4003FFBX [4TB SATA600 7200],https://kakaku.com/item/K0001046063/,0,4000.0,7200.0,256000.0,22880.0
69,69,WESTERN DIGITAL WD6003FFBX [6TB SATA600 7200],https://kakaku.com/item/K0001044791/,0,6000.0,7200.0,256000.0,29480.0
70,70,WESTERN DIGITAL WUH721414ALE6L4 [14TB SATA600 7200],https://kakaku.com/item/K0001127995/,0,14000.0,7200.0,512000.0,66578.0
71,71,HGST HUS722T1TALA604 [1TB SATA600 7200],https://kakaku.com/item/K0000935362/,0,1000.0,7200.0,128000.0,10361.0
72,72,WESTERN DIGITAL WD2002FFSX [2TB SATA600 7200],https://kakaku.com/item/K0000921987/,0,2000.0,7200.0,64000.0,14519.0
73,73,SEAGATE ST4000NE001 [4TB SATA600 7200],https://kakaku.com/item/K0001192619/,0,4000.0,7200.0,128000.0,19980.0
74,74,SEAGATE ST3160215ACE [160GB U100 7200],https://kakaku.com/item/K0000364318/,0,160.0,7200.0,2000.0,5980.0
75,75,SEAGATE ST1000NM0008 [1TB SATA600 7200],https://kakaku.com/item/K0001035507/,0,1000.0,7200.0,128000.0,9628.0
76,76,SEAGATE ST2000DX002 [2TB SATA600 7200],https://kakaku.com/item/K0000913438/,0,2000.0,7200.0,64000.0,10208.0
77,77,WESTERN DIGITAL WD8003FFBX [8TB SATA600 7200],https://kakaku.com/item/K0001058220/,0,8000.0,7200.0,256000.0,40499.0
78,78,HGST HUH721010ALE604 [10TB SATA600 7200],https://kakaku.com/item/K0000835204/,0,10000.0,7200.0,256000.0,49000.0
79,79,SEAGATE ST16000NE000 [16TB SATA600 7200],https://kakaku.com/item/K0001179848/,0,16000.0,7200.0,256000.0,69739.0
80,80,HGST HUS724020ALA640 [2TB SATA600 7200],https://kakaku.com/item/K0000506548/,0,2000.0,7200.0,64000.0,9008.0
81,81,WESTERN DIGITAL WD20EFRX [2TB SATA600 5400],https://kakaku.com/item/K0000401035/,0,2000.0,5400.0,64000.0,9900.0
82,82,SEAGATE ST2000NE0025 [2TB SATA600 7200],https://kakaku.com/item/K0000951728/,0,2000.0,7200.0,128000.0,13033.0
83,83,WESTERN DIGITAL HUS726T4TALE6L4 [4TB SATA600 7200],https://kakaku.com/item/K0001114937/,0,4000.0,7200.0,256000.0,23100.0
84,84,WESTERN DIGITAL WD102KRYZ [10TB SATA600 7200],https://kakaku.com/item/K0001220516/,0,10000.0,7200.0,256000.0,47495.0
85,85,SEAGATE ST14000NE0008 [14TB SATA600 7200],https://kakaku.com/item/K0001090644/,0,14000.0,7200.0,256000.0,50780.0
86,86,WESTERN DIGITAL HUH721212ALE604 [12TB SATA600 7200],https://kakaku.com/item/K0001127994/,0,12000.0,7200.0,256000.0,59675.0
87,87,WESTERN DIGITAL WD141KFGX [14TB SATA600 7200],https://kakaku.com/item/K0001220515/,0,14000.0,7200.0,512000.0,72791.0
88,88,SEAGATE ST380215ACE [80GB U100 7200],https://kakaku.com/item/K0000364320/,0,80.0,7200.0,2000.0,3950.0
89,89,SEAGATE ST1000DM003 [1TB SATA600 7200],https://kakaku.com/item/K0000313504/,0,1000.0,7200.0,64000.0,4846.0
90,90,WESTERN DIGITAL WD4002FYYZ [4TB SATA600 7200],https://kakaku.com/item/K0000872594/,0,4000.0,7200.0,128000.0,19600.0
91,91,WESTERN DIGITAL WD102PURZ [10TB SATA600 7200],https://kakaku.com/item/K0001221780/,0,10000.0,7200.0,256000.0,31801.0
92,92,WESTERN DIGITAL HUS728T8TALE6L4 [8TB SATA600 7200],https://kakaku.com/item/K0001114938/,0,8000.0,7200.0,256000.0,38045.0
93,93,HGST HUH721008ALE600 [8TB SATA600 7200],https://kakaku.com/item/K0000835197/,0,8000.0,7200.0,256000.0,41200.0
94,94,WESTERN DIGITAL WD05PURZ [500GB SATA600 5400],https://kakaku.com/item/K0000966640/,0,500.0,5400.0,64000.0,7185.0
95,95,東芝 DT01ACA200BOX [2TB SATA 7200],https://kakaku.com/item/K0000438644/,0,2000.0,7200.0,64000.0,8860.0
96,96,WESTERN DIGITAL WD40EZRZ-RT [4TB SATA600 5400],https://kakaku.com/item/K0000820663/,0,4000.0,5400.0,64000.0,16141.0
97,97,WESTERN DIGITAL WD6002FZWX [6TB SATA600 7200],https://kakaku.com/item/K0000940285/,0,6000.0,7200.0,128000.0,32565.0
98,98,SEAGATE ST10000VX0004 [10TB SATA600 7200],https://kakaku.com/item/K0000930253/,0,10000.0,7200.0,256000.0,33580.0
99,99,SEAGATE ST10000NM0086 [10TB SATA600 7200],https://kakaku.com/item/K0001051525/,0,10000.0,7200.0,256000.0,42569.0
100,100,SEAGATE ST10000DM0004 [10TB SATA600 7200],https://kakaku.com/item/K0000909153/,0,10000.0,7200.0,256000.0,45244.0
101,101,WESTERN DIGITAL WD140PURZ [14TB SATA600 7200],https://kakaku.com/item/K0001221781/,0,14000.0,7200.0,512000.0,56661.0
102,102,SEAGATE ST3500418AS (500GB SATA300 7200),https://kakaku.com/item/K0000014805/,0,500.0,7200.0,16000.0,4154.0
103,103,SEAGATE ST1000NM0011 [1TB SATA600 7200],https://kakaku.com/item/K0000276899/,0,1000.0,7200.0,64000.0,4700.0
104,104,SEAGATE ST31000528AS (1TB SATA300 7200),https://kakaku.com/item/K0000014807/,0,1000.0,7200.0,32000.0,7319.0
105,105,ロジテック 【直販モデル】 LHD-DA20SAKWGP [2TB SATA300],https://kakaku.com/item/K0000343349/,0,2000.0,5400.0,64000.0,8030.0
106,106,東芝 DT01ABA300V [3TB SATA600 5940],https://kakaku.com/item/K0000406694/,0,3000.0,5940.0,32000.0,9980.0
107,107,WESTERN DIGITAL WD2503ABYZ [250GB SATA600 7200],https://kakaku.com/item/K0000651713/,0,250.0,7200.0,64000.0,10181.0
108,108,ロジテック 【直販モデル】 LHD-DA40SAKWR [4TB SATA600 7200],https://kakaku.com/item/K0000724970/,0,4000.0,7200.0,64000.0,17930.0
109,109,WESTERN DIGITAL WD40EFRX [4TB SATA600 5400],https://kakaku.com/item/K0000573468/,0,4000.0,5400.0,64000.0,18655.0
110,110,SEAGATE ST3000NM0005 [3TB SATA600 7200],https://kakaku.com/item/K0000956538/,0,3000.0,7200.0,128000.0,23759.0
111,111,SEAGATE ST4000NE0025 [4TB SATA600 7200],https://kakaku.com/item/K0000951727/,0,4000.0,7200.0,128000.0,24980.0
112,112,SEAGATE ST8000NE001 [8TB SATA600 7200],https://kakaku.com/item/K0001192617/,0,8000.0,7200.0,256000.0,32978.0
113,113,WESTERN DIGITAL WD101PURZ [10TB SATA600 7200],https://kakaku.com/item/K0001078043/,0,10000.0,7200.0,256000.0,34580.0
114,114,SEAGATE ST6000NE0021 [6TB SATA600 7200],https://kakaku.com/item/K0000930244/,0,6000.0,7200.0,256000.0,36718.0
115,115,HGST HUH721010ALE600 [10TB SATA600 7200],https://kakaku.com/item/K0000835196/,0,10000.0,7200.0,256000.0,48900.0
116,116,SEAGATE ST8000NE0021 [8TB SATA600 7200],https://kakaku.com/item/K0000930245/,0,8000.0,7200.0,256000.0,48920.0
117,117,WESTERN DIGITAL WD101KFBX [10TB SATA600 7200],https://kakaku.com/item/K0000972161/,0,10000.0,7200.0,256000.0,49700.0
118,118,SEAGATE ST10000NM0016 [10TB SATA600 7200],https://kakaku.com/item/K0000870039/,0,10000.0,7200.0,256000.0,50738.0
119,119,SEAGATE ST10000NE0008 [10TB SATA600 7200],https://kakaku.com/item/K0001167553/,0,10000.0,7200.0,256000.0,53375.0
120,120,WESTERN DIGITAL WD121KFBX [12TB SATA600 7200],https://kakaku.com/item/K0001163679/,0,12000.0,7200.0,256000.0,64800.0
121,121,SEAGATE ST14000DM001 [14TB SATA600 7200],https://kakaku.com/item/K0001101159/,0,14000.0,7200.0,256000.0,85310.0
122,122,SEAGATE ST3250312AS [250GB SATA600 7200],https://kakaku.com/item/K0000228650/,0,250.0,7200.0,8000.0,2868.0
123,123,SEAGATE ST500DM002 [500GB SATA600 7200],https://kakaku.com/item/K0000280722/,0,500.0,7200.0,16000.0,3165.0
124,124,WESTERN DIGITAL WD5002AALX [500GB SATA600 7200],https://kakaku.com/item/K0000221784/,0,500.0,7200.0,32000.0,5538.0
125,125,SEAGATE ST1500DL003 [1.5TB SATA600 5900],https://kakaku.com/item/K0000185739/,0,1500.0,5900.0,64000.0,5736.0
126,126,東芝 DT01ABA050V [500GB SATA600 5700],https://kakaku.com/item/K0000406699/,0,500.0,5700.0,32000.0,5800.0
127,127,東芝 DT01ACA050BOX [500GB SATA 7200],https://kakaku.com/item/K0000438642/,0,500.0,7200.0,32000.0,6322.0
128,128,東芝 DT01ACA100BOX [1TB SATA 7200],https://kakaku.com/item/K0000438643/,0,1000.0,7200.0,32000.0,6390.0
129,129,東芝 DT01ABA100V [1TB SATA600 5700],https://kakaku.com/item/K0000406697/,0,1000.0,5700.0,32000.0,6480.0
130,130,ロジテック 【直販モデル】 LHD-DA10SAKWGP [1TB SATA300],https://kakaku.com/item/K0000343347/,0,1000.0,5400.0,64000.0,6600.0
131,131,WESTERN DIGITAL WD5003AZEX [500GB SATA600 7200],https://kakaku.com/item/K0000411658/,0,500.0,7200.0,64000.0,7952.0
132,132,東芝 DT01ABA200V [2TB SATA600 5700],https://kakaku.com/item/K0000406695/,0,2000.0,5700.0,32000.0,8900.0
133,133,東芝 MK2002TSKB [2TB SATA300 7200],https://kakaku.com/item/K0000184544/,0,2000.0,7200.0,64000.0,9200.0
134,134,SEAGATE ST33000651AS [3TB SATA600 7200],https://kakaku.com/item/K0000242120/,0,3000.0,7200.0,64000.0,11070.0
135,135,SEAGATE ST2000VM003 [2TB SATA600 5900],https://kakaku.com/item/K0000665228/,0,2000.0,5900.0,64000.0,11280.0
136,136,ロジテック 【直販モデル】 LHD-DA40SAKWGP [4TB SATA600 5400],https://kakaku.com/item/K0000724971/,0,4000.0,5400.0,64000.0,11880.0
137,137,東芝 DT01ACA300BOX [3TB SATA 7200],https://kakaku.com/item/K0000438645/,0,3000.0,7200.0,64000.0,12158.0
138,138,SEAGATE ST1000NM0055 [1TB SATA600 7200],https://kakaku.com/item/K0000935363/,0,1000.0,7200.0,128000.0,12480.0
139,139,SEAGATE ST2000NM0008 [2TB SATA600 7200],https://kakaku.com/item/K0001035506/,0,2000.0,7200.0,128000.0,13420.0
140,140,SEAGATE ST2000NM0055 [2TB SATA600 7200],https://kakaku.com/item/K0000925300/,0,2000.0,7200.0,128000.0,16980.0
141,141,WESTERN DIGITAL WD2004FBYZ [2TB SATA600 7200],https://kakaku.com/item/K0000876594/,0,2000.0,7200.0,128000.0,18329.0
142,142,ロジテック 【直販モデル】 LHD-DA20SAKWRP [2TB SATA600 7200],https://kakaku.com/item/K0000724201/,0,2000.0,7200.0,64000.0,21340.0
143,143,SEAGATE ST4000NM0035 [4TB SATA600 7200],https://kakaku.com/item/K0001051523/,0,4000.0,7200.0,128000.0,23100.0
144,144,SEAGATE ST6000VN0041 [6TB SATA600 7200],https://kakaku.com/item/K0000896130/,0,6000.0,7200.0,128000.0,25270.0
145,145,SEAGATE ST8000DM0004 [8TB SATA600 7200],https://kakaku.com/item/K0000980074/,0,8000.0,7200.0,256000.0,29400.0
146,146,SEAGATE ST6000NE000 [6TB SATA600 7200],https://kakaku.com/item/K0001192618/,0,6000.0,7200.0,256000.0,31479.0
147,147,SEAGATE ST6000NE0023 [6TB SATA600 7200],https://kakaku.com/item/K0001032562/,0,6000.0,7200.0,256000.0,31549.0
148,148,ロジテック 【直販モデル】 LHD-DA60SAKWR [6TB SATA600 7200],https://kakaku.com/item/K0000724967/,0,6000.0,7200.0,64000.0,31790.0
149,149,ロジテック 【直販モデル】 LHD-DA40SAKWRP [4TB SATA600 7200],https://kakaku.com/item/K0000724203/,0,4000.0,7200.0,64000.0,33440.0
150,150,ロジテック 【直販モデル】 LHD-DA60SAKWGP [6TB SATA600 5400],https://kakaku.com/item/K0000724969/,0,6000.0,5400.0,64000.0,33440.0
151,151,SEAGATE ST6000NM0115 [6TB SATA600 7200],https://kakaku.com/item/K0001051524/,0,6000.0,7200.0,256000.0,33456.0
152,152,SEAGATE ST8000NE0004 [8TB SATA600 7200],https://kakaku.com/item/K0000980073/,0,8000.0,7200.0,256000.0,34429.0
153,153,SEAGATE ST8000NM0055 [8TB SATA600 7200],https://kakaku.com/item/K0000880170/,0,8000.0,7200.0,256000.0,34800.0
154,154,SEAGATE ST10000NE0004 [10TB SATA600 7200],https://kakaku.com/item/K0000930246/,0,10000.0,7200.0,256000.0,44470.0
155,155,SEAGATE ST12000NE0007 [12TB SATA600 7200],https://kakaku.com/item/K0001004784/,0,12000.0,7200.0,256000.0,49500.0
156,156,WESTERN DIGITAL WD121PURZ [12TB SATA600 7200],https://kakaku.com/item/K0001080062/,0,12000.0,7200.0,256000.0,50599.0
157,157,ロジテック 【直販モデル】 LHD-DA80SAKWR [8TB SATA600 5400],https://kakaku.com/item/K0000876887/,0,8000.0,5400.0,64000.0,55440.0
158,158,SEAGATE ST12000NE0008 [12TB SATA600 7200],https://kakaku.com/item/K0001192616/,0,12000.0,7200.0,256000.0,56700.0
159,159,HGST HUS726060ALA640 [6TB SATA600 7200],https://kakaku.com/item/K0000591565/,0,6000.0,7200.0,64000.0,59160.0
160,160,SEAGATE ST12000NM0007 [12TB SATA600 7200],https://kakaku.com/item/K0001009304/,0,12000.0,7200.0,256000.0,61137.0
161,161,WESTERN DIGITAL WD10SPZX [1TB 7mm],https://kakaku.com/item/K0000983114/,0,1000.0,5400.0,128000.0,5280.0
162,162,東芝 MQ01ABD100 [1TB 9.5mm],https://kakaku.com/item/K0000276595/,0,1000.0,5400.0,8000.0,4674.0
163,163,WESTERN DIGITAL WD20SPZX [2TB 7mm],https://kakaku.com/item/K0001035209/,0,2000.0,5400.0,128000.0,9793.0
164,164,SEAGATE ST2000LX001 [2TB 7mm],https://kakaku.com/item/K0000930260/,0,2000.0,5400.0,128000.0,8280.0
165,165,東芝 MQ01ABD050 [500GB 9.5mm],https://kakaku.com/item/K0000276597/,0,500.0,5400.0,8000.0,3442.0
166,166,SEAGATE ST1000LM048 [1TB 7mm],https://kakaku.com/item/K0000920811/,0,1000.0,5400.0,128000.0,4818.0
167,167,WESTERN DIGITAL WD40NPZZ [4TB 15mm],https://kakaku.com/item/K0000976782/,0,4000.0,5400.0,8000.0,15645.0
168,168,WESTERN DIGITAL WD5000LPCX [500GB 7mm],https://kakaku.com/item/K0000862479/,0,500.0,5400.0,16000.0,4180.0
169,169,WESTERN DIGITAL WD5000MPCK [500GB 5mm],https://kakaku.com/item/K0000624750/,0,500.0,5400.0,16000.0,3200.0
170,170,WESTERN DIGITAL WD3200LPVX [320GB 7mm],https://kakaku.com/item/K0000519162/,0,320.0,5400.0,8000.0,2472.0
171,171,SEAGATE ST2000LM015 [2TB 7mm],https://kakaku.com/item/K0000920810/,0,2000.0,5400.0,128000.0,8688.0
172,172,SEAGATE ST4000LM024 [4TB 15mm],https://kakaku.com/item/K0000930256/,0,4000.0,5400.0,128000.0,13800.0
173,173,SEAGATE ST250LT003 [250GB 7mm],https://kakaku.com/item/K0000393713/,0,250.0,5400.0,16000.0,2176.0
174,174,SEAGATE ST1000LM049 [1TB 7mm],https://kakaku.com/item/K0001055642/,0,1000.0,7200.0,128000.0,6780.0
175,175,東芝 MQ01ABD100M [1TB 9.5mm],https://kakaku.com/item/K0000914396/,0,1000.0,5400.0,8000.0,4665.0
176,176,SEAGATE ST500LX025 [500GB 7mm],https://kakaku.com/item/K0000930258/,0,500.0,5400.0,128000.0,6039.0
177,177,SEAGATE ST2000LM007 [2TB 7mm],https://kakaku.com/item/K0000874961/,0,2000.0,5400.0,128000.0,7394.0
178,178,東芝 MK3276GSX [320GB 9.5mm],https://kakaku.com/item/K0000255902/,0,320.0,5400.0,8000.0,3740.0
179,179,HGST HTS541680J9AT00 (80G 9.5mm),https://kakaku.com/item/05360410350/,0,80.0,5400.0,8000.0,4578.0
180,180,HGST HTS543225A7A384 [250GB 7mm],https://kakaku.com/item/K0000116655/,0,250.0,5400.0,8000.0,2275.0
181,181,東芝 MK2576GSX [250GB 9.5mm],https://kakaku.com/item/K0000255901/,0,250.0,5400.0,8000.0,2900.0
182,182,HGST HTS545050A7E680 [500GB 7mm],https://kakaku.com/item/K0000694059/,0,500.0,5400.0,8000.0,3461.0
183,183,SEAGATE ST500LT012 [500GB 7mm],https://kakaku.com/item/K0000393708/,0,500.0,5400.0,16000.0,3461.0
184,184,SEAGATE ST1000LX015 [1TB 7mm],https://kakaku.com/item/K0000930259/,0,1000.0,5400.0,128000.0,7280.0
185,185,SEAGATE ST250LT007 [250GB 7mm],https://kakaku.com/item/K0000393719/,0,250.0,7200.0,16000.0,3022.0
186,186,東芝 MK4058GSX (400GB 9.5mm),https://kakaku.com/item/05361010630/,0,400.0,5400.0,8000.0,3392.0
187,187,WESTERN DIGITAL WD5000LPVX [500GB 7mm],https://kakaku.com/item/K0000512071/,0,500.0,5400.0,8000.0,3461.0
188,188,SEAGATE ST500LM030 [500GB 7mm],https://kakaku.com/item/K0000930254/,0,500.0,5400.0,128000.0,4650.0
189,189,WESTERN DIGITAL WD5000LPLX [500GB 7mm],https://kakaku.com/item/K0000755023/,0,500.0,7200.0,32000.0,6784.0
190,190,HGST HTS543232A7A384 [320GB 7mm],https://kakaku.com/item/K0000116654/,0,320.0,5400.0,8000.0,3165.0
191,191,HGST HTS543232L9A300 (320GB 9.5mm),https://kakaku.com/item/05360410543/,0,320.0,5400.0,8000.0,3758.0
192,192,HGST HTS545050B7E660 [500GB 7mm],https://kakaku.com/item/K0000960171/,0,500.0,5400.0,16000.0,4450.0
