,hdd_ssd,rpm0/read1,cache0/write1,PRICE
69,0,5900.0,64000.0,6980.0
70,0,7200.0,128000.0,10052.0
71,0,7200.0,64000.0,10208.0
72,0,7200.0,128000.0,13420.0
73,0,7200.0,128000.0,15239.0
74,0,7200.0,256000.0,50599.0
75,0,7200.0,16000.0,3956.0
76,0,7200.0,16000.0,4620.0
77,0,7200.0,64000.0,7952.0
78,0,7200.0,64000.0,14938.0
79,0,5400.0,64000.0,18655.0
80,0,7200.0,256000.0,21349.0
81,0,7200.0,256000.0,47495.0
82,0,7200.0,256000.0,48900.0
83,0,7200.0,256000.0,49000.0
84,0,7200.0,8000.0,2868.0
85,0,5400.0,64000.0,9900.0
86,0,7200.0,64000.0,17930.0
87,0,7200.0,256000.0,22880.0
88,0,7200.0,256000.0,38045.0
89,0,7200.0,256000.0,38055.0
90,0,7200.0,256000.0,53800.0
91,0,7200.0,256000.0,59675.0
92,0,7200.0,16000.0,4154.0
93,0,7200.0,256000.0,20600.0
94,0,7200.0,256000.0,29517.0
95,0,7200.0,256000.0,34429.0
96,0,7200.0,256000.0,34979.0
97,0,7200.0,256000.0,40499.0
98,0,7200.0,256000.0,42569.0
99,0,7200.0,256000.0,54000.0
100,0,7200.0,512000.0,71949.0
101,0,5400.0,64000.0,6600.0
102,0,7200.0,32000.0,7121.0
103,0,5400.0,64000.0,7181.0
104,0,5400.0,64000.0,8030.0
105,0,7200.0,64000.0,8860.0
106,0,7200.0,128000.0,9628.0
107,0,5400.0,64000.0,11880.0
108,0,7200.0,128000.0,12480.0
109,0,7200.0,128000.0,13033.0
110,0,7200.0,128000.0,16980.0
111,0,7200.0,256000.0,23100.0
112,0,7200.0,128000.0,23100.0
113,0,7200.0,256000.0,33830.0
114,0,7200.0,256000.0,41200.0
115,0,7200.0,256000.0,48920.0
116,0,7200.0,256000.0,54041.0
117,0,7200.0,256000.0,61548.0
118,0,7200.0,256000.0,85310.0
119,0,7200.0,32000.0,5538.0
120,0,5900.0,64000.0,5736.0
121,0,5700.0,32000.0,5800.0
122,0,7200.0,32000.0,6322.0
123,0,7200.0,32000.0,6390.0
124,0,5700.0,32000.0,6480.0
125,0,5700.0,32000.0,8900.0
126,0,7200.0,64000.0,9200.0
127,0,5900.0,64000.0,9397.0
128,0,5940.0,32000.0,9980.0
129,0,7200.0,64000.0,10480.0
130,0,7200.0,64000.0,12158.0
131,0,5400.0,64000.0,16141.0
132,0,7200.0,128000.0,18329.0
133,0,7200.0,64000.0,21340.0
134,0,7200.0,128000.0,23759.0
135,0,7200.0,128000.0,24980.0
136,0,7200.0,256000.0,31479.0
137,0,7200.0,256000.0,31549.0
138,0,7200.0,64000.0,31790.0
139,0,7200.0,256000.0,32978.0
140,0,7200.0,64000.0,33440.0
141,0,5400.0,64000.0,33440.0
142,0,7200.0,256000.0,33456.0
143,0,7200.0,256000.0,36718.0
144,0,7200.0,256000.0,44470.0
145,0,7200.0,256000.0,45244.0
146,0,7200.0,256000.0,48800.0
147,0,7200.0,256000.0,49500.0
148,0,7200.0,256000.0,50668.0
149,0,5400.0,64000.0,55440.0
150,0,7200.0,512000.0,56799.0
151,0,7200.0,64000.0,59160.0
152,0,7200.0,256000.0,61137.0
153,0,5400.0,128000.0,8100.0
154,0,5400.0,8000.0,4683.0
155,0,5400.0,128000.0,5280.0
156,0,5400.0,16000.0,3440.0
157,0,5400.0,128000.0,9793.0
158,0,5400.0,8000.0,3442.0
159,0,5400.0,8000.0,15645.0
160,0,5400.0,128000.0,4818.0
161,0,7200.0,128000.0,6780.0
162,0,5400.0,16000.0,2967.0
163,0,5400.0,8000.0,2571.0
164,0,5400.0,32000.0,5980.0
165,0,5400.0,128000.0,7690.0
166,0,5400.0,8000.0,2900.0
167,0,7200.0,128000.0,5787.0
168,0,5400.0,16000.0,2571.0
169,0,5400.0,16000.0,3200.0
170,0,5400.0,16000.0,4450.0
171,0,5400.0,8000.0,4578.0
172,0,5400.0,128000.0,4650.0
173,0,5400.0,128000.0,7280.0
174,0,5400.0,128000.0,7384.0
175,0,5400.0,128000.0,13595.0
176,0,5400.0,128000.0,17763.0
177,0,5400.0,8000.0,3101.0
178,0,5400.0,8000.0,4665.0
179,0,7200.0,16000.0,3022.0
180,0,5400.0,8000.0,3461.0
181,0,7200.0,16000.0,4665.0
182,0,7200.0,32000.0,5980.0
183,0,5400.0,8000.0,6600.0
184,0,5400.0,8000.0,3560.0
185,0,5400.0,8000.0,3740.0
186,0,5400.0,8000.0,4549.0
187,0,5400.0,8000.0,6050.0
188,0,5400.0,8000.0,3165.0
189,0,5400.0,8000.0,3758.0
190,0,5400.0,8000.0,3850.0
191,0,5400.0,16000.0,4895.0
192,0,5400.0,8000.0,5044.0
193,0,5400.0,128000.0,5680.0
194,0,5400.0,128000.0,6038.0
195,0,5400.0,8000.0,6480.0
196,0,5400.0,8000.0,6740.0
197,0,5400.0,64000.0,14980.0
198,0,5400.0,8000.0,15580.0
199,0,7200.0,128000.0,42648.0
200,0,5400.0,8000.0,3165.0
201,0,5400.0,8000.0,3392.0
202,0,5400.0,8000.0,3560.0
203,0,5400.0,8000.0,3758.0
204,0,5400.0,8000.0,4279.0
205,0,5400.0,8000.0,4450.0
206,0,5400.0,8000.0,5866.0
207,0,5400.0,8000.0,6013.0
208,0,7200.0,32000.0,7080.0
209,0,7200.0,32000.0,7280.0
210,0,5400.0,8000.0,7780.0
211,0,5400.0,8000.0,10800.0
212,0,5400.0,8000.0,12210.0
213,0,5400.0,16000.0,13046.0
214,0,5400.0,8000.0,15180.0
215,0,7200.0,128000.0,23282.0
216,0,7200.0,128000.0,40736.0
217,0,10025.0,16000.0,1480.0
218,0,7200.0,128000.0,24882.0
219,0,7200.0,256000.0,37839.0
220,0,7200.0,16000.0,8900.0
221,0,7200.0,128000.0,24397.0
222,0,7200.0,256000.0,43779.0
223,0,15000.0,16000.0,3040.0
224,0,10025.0,16000.0,8650.0
225,0,10025.0,16000.0,8985.0
226,0,7200.0,32000.0,19799.0
227,0,7200.0,256000.0,52799.0
228,0,7200.0,128000.0,56780.0
229,0,7200.0,256000.0,58629.0
230,0,7200.0,256000.0,65779.0
231,0,7200.0,256000.0,68969.0
232,1,550.0,510.0,6655.0
233,1,550.0,520.0,8980.0
234,1,560.0,510.0,12724.0
235,1,540.0,500.0,3980.0
236,1,560.0,510.0,7980.0
237,1,2000.0,1700.0,13280.0
238,1,2400.0,1950.0,13780.0
239,1,555.0,515.0,3608.0
240,1,560.0,530.0,8030.0
241,1,560.0,530.0,12980.0
242,1,560.0,515.0,6028.0
243,1,550.0,520.0,12686.0
244,1,5000.0,4400.0,23980.0
245,1,2400.0,1750.0,7960.0
246,1,3400.0,3000.0,14980.0
247,1,535.0,450.0,11610.0
248,1,540.0,500.0,4275.0
249,1,560.0,530.0,12411.0
250,1,340.0,320.0,6679.0
251,1,560.0,530.0,25195.0
252,1,500.0,400.0,2217.0
253,1,530.0,450.0,6970.0
254,1,520.0,450.0,5635.0
255,1,560.0,530.0,7940.0
256,1,530.0,440.0,4070.0
257,1,560.0,525.0,9878.0
258,1,1800.0,1800.0,25100.0
259,1,540.0,500.0,6200.0
260,1,550.0,525.0,4966.0
261,1,556.0,519.0,6028.0
262,1,560.0,530.0,7580.0
263,1,1800.0,1800.0,13037.0
264,1,1900.0,950.0,7980.0
265,1,560.0,540.0,12580.0
266,1,3470.0,2600.0,12078.0
267,1,500.0,350.0,3999.0
268,1,550.0,525.0,4974.0
269,1,5000.0,2500.0,14980.0
270,1,530.0,310.0,3080.0
271,1,3480.0,3000.0,16980.0
272,1,540.0,500.0,2728.0
273,1,560.0,510.0,13480.0
274,1,3500.0,3200.0,14670.0
275,1,560.0,510.0,5650.0
276,1,520.0,450.0,3938.0
277,1,560.0,530.0,12980.0
278,1,550.0,420.0,2780.0
279,1,560.0,530.0,26800.0
280,1,3500.0,2350.0,9280.0
281,1,530.0,450.0,6135.0
282,1,560.0,540.0,7880.0
283,1,560.0,510.0,5980.0
284,1,560.0,520.0,7018.0
285,1,2100.0,1200.0,5636.0
286,1,550.0,520.0,3980.0
287,1,1500.0,1300.0,6600.0
288,1,560.0,540.0,8909.0
289,1,350.0,300.0,6680.0
290,1,340.0,320.0,5980.0
291,1,3470.0,3000.0,24178.0
292,1,1500.0,1000.0,4378.0
293,1,560.0,510.0,5590.0
294,1,560.0,510.0,7450.0
295,1,560.0,450.0,11800.0
296,1,560.0,510.0,26202.0
297,1,3500.0,3000.0,16478.0
298,1,3500.0,3000.0,30800.0
299,1,535.0,445.0,6980.0
300,1,550.0,525.0,4973.0
301,1,560.0,530.0,55980.0
302,1,2000.0,1700.0,12800.0
303,1,560.0,530.0,26413.0
304,1,1000.0,1000.0,20669.0
305,1,2200.0,1600.0,8530.0
306,1,550.0,510.0,14980.0
307,1,500.0,480.0,4279.0
308,1,520.0,320.0,2618.0
309,1,556.0,515.0,3498.0
310,1,535.0,445.0,7007.0
311,1,2000.0,1600.0,7128.0
312,1,550.0,520.0,8980.0
313,1,550.0,510.0,3980.0
314,1,550.0,450.0,4280.0
315,1,3500.0,2300.0,8951.0
316,1,540.0,540.0,9990.0
317,1,5000.0,4400.0,24178.0
318,1,1500.0,1000.0,8480.0
319,1,520.0,450.0,6678.0
320,1,560.0,530.0,9280.0
321,1,550.0,510.0,12100.0
322,1,530.0,460.0,12850.0
323,1,3500.0,3300.0,27394.0
324,1,2000.0,1200.0,4378.0
325,1,3090.0,1035.0,5280.0
326,1,3100.0,1600.0,6846.0
327,1,1700.0,1300.0,5680.0
328,1,530.0,450.0,4031.0
329,1,560.0,520.0,8530.0
330,1,550.0,500.0,13850.0
331,1,3470.0,3000.0,27700.0
332,1,3500.0,1200.0,5808.0
333,1,3230.0,1625.0,11980.0
334,1,1730.0,1000.0,4730.0
335,1,3000.0,1000.0,6798.0
336,1,560.0,530.0,7380.0
337,1,560.0,530.0,8280.0
338,1,3480.0,2000.0,9780.0
339,1,1500.0,1000.0,7920.0
340,1,3210.0,1315.0,8580.0
341,1,560.0,510.0,10900.0
342,1,300.0,200.0,13800.0
343,1,550.0,520.0,13959.0
344,1,3500.0,2800.0,15800.0
345,1,4950.0,4250.0,25296.0
346,1,560.0,530.0,58564.0
347,1,550.0,500.0,8533.0
348,1,520.0,500.0,5433.0
349,1,520.0,500.0,5959.0
350,1,530.0,490.0,7900.0
351,1,560.0,500.0,9480.0
352,1,3470.0,2600.0,13800.0
353,1,450.0,380.0,20800.0
354,1,3400.0,2900.0,50370.0
355,1,550.0,500.0,22999.0
356,1,560.0,510.0,3590.0
357,1,2400.0,950.0,5919.0
358,1,340.0,320.0,10980.0
359,1,5000.0,2500.0,13178.0
360,1,4950.0,4250.0,52800.0
361,1,530.0,310.0,2879.0
362,1,550.0,525.0,6980.0
363,1,560.0,530.0,8880.0
364,1,340.0,300.0,11480.0
365,1,560.0,510.0,5990.0
366,1,530.0,500.0,7618.0
367,1,520.0,450.0,11000.0
368,1,2200.0,1600.0,15380.0
369,1,550.0,520.0,19480.0
370,1,540.0,500.0,11709.0
371,1,520.0,450.0,11800.0
372,1,300.0,50.0,2664.0
373,1,440.0,430.0,6741.0
374,1,560.0,530.0,13351.0
375,1,2000.0,1650.0,13970.0
376,1,2100.0,1600.0,15378.0
377,1,550.0,500.0,2530.0
378,1,560.0,510.0,8280.0
379,1,3400.0,2000.0,8550.0
380,1,1700.0,1500.0,3780.0
381,1,560.0,535.0,7825.0
382,1,560.0,530.0,13860.0
383,1,560.0,530.0,14756.0
384,1,560.0,530.0,18210.0
385,1,560.0,500.0,2933.0
386,1,1500.0,1000.0,5252.0
387,1,560.0,500.0,5780.0
388,1,550.0,480.0,6240.0
389,1,540.0,500.0,6980.0
390,1,560.0,530.0,7800.0
391,1,520.0,500.0,9170.0
392,1,3400.0,2500.0,12480.0
393,1,3230.0,1625.0,25279.0
394,1,530.0,460.0,31755.0
395,1,5000.0,4400.0,59980.0
396,1,560.0,500.0,3170.0
397,1,530.0,400.0,4280.0
398,1,550.0,500.0,5029.0
399,1,3500.0,2100.0,9480.0
400,1,560.0,510.0,3790.0
401,1,550.0,400.0,5780.0
402,1,1500.0,1300.0,7480.0
403,1,5000.0,2500.0,14938.0
404,1,560.0,530.0,70400.0
405,1,530.0,450.0,3880.0
406,1,550.0,440.0,4730.0
407,1,560.0,500.0,5280.0
408,1,2100.0,1200.0,5580.0
409,1,550.0,520.0,7128.0
410,1,1730.0,1560.0,7920.0
411,1,550.0,520.0,21186.0
412,1,3400.0,2900.0,50400.0
413,1,410.0,400.0,4260.0
414,1,1627.0,1262.0,5005.0
415,1,440.0,430.0,6512.0
416,1,3400.0,2000.0,8980.0
417,1,3200.0,2000.0,9878.0
418,1,560.0,520.0,14980.0
419,1,540.0,540.0,23115.0
420,1,560.0,530.0,37180.0
421,1,560.0,480.0,2190.0
422,1,520.0,320.0,3646.0
423,1,520.0,450.0,3980.0
424,1,340.0,320.0,4205.0
425,1,1700.0,1500.0,5480.0
426,1,3400.0,1100.0,7040.0
427,1,2600.0,2200.0,157599.0
428,1,500.0,320.0,2821.0
429,1,560.0,530.0,4968.0
430,1,560.0,510.0,5280.0
431,1,560.0,510.0,5323.0
432,1,550.0,520.0,6490.0
433,1,540.0,500.0,7480.0
434,1,550.0,530.0,8140.0
435,1,421.6,370.0,2979.0
436,1,530.0,490.0,3535.0
437,1,550.0,520.0,4708.0
438,1,560.0,500.0,4780.0
439,1,520.0,500.0,4971.0
440,1,550.0,500.0,5480.0
441,1,300.0,200.0,7663.0
442,1,3400.0,2000.0,9328.0
443,1,5000.0,4400.0,29678.0
444,1,300.0,50.0,2718.0
445,1,520.0,450.0,2980.0
446,1,3500.0,1200.0,6480.0
447,1,500.0,450.0,6969.0
448,1,3500.0,2400.0,9980.0
449,1,560.0,520.0,9990.0
450,1,560.0,530.0,17818.0
451,1,3400.0,3000.0,17980.0
452,1,560.0,540.0,26980.0
453,1,3000.0,2400.0,32030.0
454,1,5000.0,4400.0,58566.0
455,1,220.0,40.0,2480.0
456,1,560.0,460.0,2750.0
457,1,560.0,530.0,3096.0
458,1,530.0,490.0,3607.0
459,1,550.0,525.0,4990.0
460,1,530.0,500.0,9350.0
461,1,340.0,300.0,12350.0
462,1,3480.0,2000.0,14237.0
463,1,560.0,530.0,15377.0
464,1,560.0,530.0,18313.0
465,1,560.0,530.0,27800.0
466,1,560.0,530.0,29466.0
467,1,560.0,520.0,31642.0
468,1,560.0,530.0,36025.0
469,1,540.0,540.0,49800.0
470,1,500.0,430.0,8615.0
471,1,1000.0,900.0,14287.0
472,1,550.0,500.0,2780.0
473,1,421.6,370.0,4180.0
474,1,560.0,540.0,4823.0
475,1,550.0,525.0,5149.0
476,1,3000.0,1000.0,5480.0
477,1,410.0,400.0,5860.0
478,1,1700.0,1450.0,7568.0
479,1,550.0,490.0,7700.0
480,1,560.0,520.0,8917.0
481,1,530.0,500.0,12980.0
482,1,560.0,540.0,14236.0
483,1,560.0,490.0,17819.0
484,1,950.0,900.0,19580.0
485,1,3400.0,2800.0,24275.0
486,1,550.0,520.0,30534.0
487,1,560.0,530.0,36646.0
488,1,3230.0,1625.0,50034.0
489,1,560.0,530.0,59980.0
490,1,3500.0,3300.0,60906.0
491,1,2600.0,2200.0,75328.0
492,1,754.0,635.0,1078000.0
493,1,570.0,470.0,3088.0
494,1,520.0,450.0,6358.0
495,1,421.6,370.0,10624.0
496,1,560.0,530.0,11183.0
497,1,550.0,500.0,2948.0
498,1,421.6,370.0,4275.0
499,1,550.0,490.0,4510.0
500,1,421.6,370.0,4562.0
501,1,560.0,520.0,4980.0
502,1,560.0,480.0,5780.0
503,1,440.0,430.0,7480.0
504,1,550.0,500.0,7720.0
505,1,530.0,450.0,9210.0
506,1,1800.0,1200.0,10122.0
507,1,560.0,320.0,12800.0
508,1,570.0,460.0,13856.0
509,1,560.0,510.0,14300.0
510,1,410.0,400.0,15849.0
511,1,570.0,470.0,15980.0
512,1,550.0,520.0,19479.0
513,1,540.0,540.0,19800.0
514,1,560.0,460.0,20980.0
515,1,1050.0,950.0,20980.0
516,1,1450.0,640.0,25410.0
517,1,1600.0,1400.0,29520.0
518,1,3480.0,2700.0,35980.0
519,1,550.0,520.0,66183.0
520,1,560.0,510.0,2390.0
521,1,540.0,500.0,2880.0
522,1,300.0,200.0,4380.0
523,1,550.0,480.0,4380.0
524,1,530.0,450.0,4780.0
525,1,1640.0,650.0,5472.0
526,1,3100.0,1050.0,6490.0
527,1,530.0,450.0,6600.0
528,1,350.0,300.0,6817.0
529,1,550.0,500.0,7280.0
530,1,440.0,430.0,7997.0
531,1,530.0,490.0,9857.0
532,1,3420.0,2015.0,10010.0
533,1,440.0,430.0,12480.0
534,1,560.0,280.0,12539.0
535,1,3420.0,2015.0,13750.0
536,1,560.0,530.0,14800.0
537,1,3400.0,2300.0,17028.0
538,1,540.0,540.0,19800.0
539,1,540.0,540.0,19800.0
540,1,500.0,430.0,23008.0
541,1,570.0,470.0,25098.0
542,1,550.0,470.0,32800.0
543,1,3500.0,3000.0,36980.0
544,1,550.0,520.0,42539.0
545,1,3200.0,2200.0,49116.0
546,1,560.0,530.0,61091.0
547,1,340.0,320.0,4205.0
548,1,550.0,525.0,13004.0
549,1,5000.0,4400.0,51381.0
550,1,400.0,300.0,2611.0
551,1,1050.0,1000.0,22167.0
552,1,300.0,50.0,2920.0
553,1,230.0,40.0,2940.0
554,1,560.0,400.0,3296.0
555,1,550.0,350.0,3758.0
556,1,550.0,440.0,3795.0
557,1,520.0,450.0,3980.0
558,1,380.0,340.0,3999.0
559,1,560.0,300.0,4050.0
560,1,350.0,350.0,4280.0
561,1,560.0,400.0,4306.0
562,1,560.0,160.0,4481.0
563,1,520.0,450.0,4767.0
564,1,340.0,200.0,4796.0
565,1,530.0,400.0,4980.0
566,1,3000.0,1000.0,5550.0
567,1,900.0,145.0,5646.0
568,1,560.0,450.0,6250.0
569,1,3500.0,1100.0,6280.0
570,1,119.0,36.0,6393.0
571,1,410.0,400.0,6408.0
572,1,550.0,520.0,6430.0
573,1,560.0,460.0,6780.0
574,1,520.0,460.0,6850.0
575,1,110.0,95.0,7480.0
576,1,350.0,350.0,8580.0
577,1,112.0,90.0,8800.0
578,1,520.0,460.0,9990.0
579,1,110.0,95.0,10230.0
580,1,570.0,470.0,11376.0
581,1,530.0,500.0,11660.0
582,1,550.0,525.0,12724.0
583,1,3000.0,2000.0,13897.0
584,1,400.0,320.0,14276.0
585,1,530.0,460.0,15794.0
586,1,550.0,530.0,17634.0
587,1,340.0,320.0,23800.0
588,1,570.0,460.0,24800.0
589,1,520.0,500.0,37289.0
590,1,560.0,560.0,39654.0
591,1,2500.0,2000.0,56762.0
592,1,2600.0,2200.0,274799.0
593,1,560.0,410.0,2399.0
594,1,421.6,370.0,2979.0
595,1,550.0,400.0,2980.0
596,1,421.6,370.0,3163.0
597,1,550.0,400.0,4020.0
598,1,350.0,350.0,4280.0
599,1,340.0,320.0,4446.0
600,1,380.0,340.0,4998.0
601,1,410.0,400.0,5471.0
602,1,440.0,430.0,5700.0
603,1,110.0,95.0,5940.0
604,1,560.0,510.0,6028.0
605,1,560.0,520.0,6110.0
606,1,550.0,525.0,6138.0
607,1,540.0,520.0,6280.0
608,1,1800.0,900.0,6440.0
609,1,550.0,520.0,6511.0
610,1,500.0,450.0,6540.0
611,1,520.0,460.0,6850.0
612,1,560.0,500.0,7558.0
613,1,540.0,540.0,7560.0
614,1,380.0,340.0,7998.0
615,1,520.0,450.0,8107.0
616,1,520.0,500.0,8393.0
617,1,570.0,310.0,8980.0
618,1,410.0,400.0,9090.0
619,1,3100.0,1050.0,9142.0
620,1,3000.0,1100.0,9386.0
621,1,1000.0,900.0,9833.0
622,1,550.0,500.0,11800.0
623,1,550.0,500.0,11800.0
624,1,430.0,410.0,11810.0
625,1,560.0,500.0,12480.0
626,1,3000.0,1000.0,12730.0
627,1,540.0,520.0,12800.0
628,1,1050.0,950.0,13480.0
629,1,450.0,440.0,13765.0
630,1,550.0,520.0,14278.0
631,1,520.0,450.0,15003.0
632,1,3400.0,2500.0,15840.0
633,1,3400.0,3000.0,16450.0
634,1,112.0,90.0,16500.0
635,1,3200.0,2000.0,16891.0
636,1,110.0,95.0,17270.0
637,1,3470.0,2750.0,18370.0
638,1,4950.0,2500.0,19800.0
639,1,430.0,420.0,19870.0
640,1,560.0,510.0,20500.0
641,1,1400.0,750.0,22270.0
642,1,560.0,525.0,22879.0
643,1,550.0,500.0,26179.0
644,1,950.0,950.0,27406.0
645,1,500.0,260.0,29480.0
646,1,3200.0,1900.0,32500.0
647,1,560.0,460.0,40980.0
648,1,3500.0,3000.0,43980.0
649,1,550.0,520.0,44450.0
650,1,3400.0,2900.0,49800.0
651,1,540.0,520.0,55440.0
652,1,5000.0,4400.0,59800.0
653,1,2400.0,2000.0,235427.0
654,1,560.0,510.0,21008.0
655,1,1050.0,1000.0,58867.0
656,1,560.0,310.0,2590.0
657,1,500.0,450.0,3035.0
658,1,530.0,450.0,3480.0
659,1,520.0,320.0,3504.0
660,1,560.0,520.0,3580.0
661,1,560.0,500.0,3780.0
662,1,555.0,540.0,3980.0
663,1,400.0,90.0,3980.0
664,1,450.0,80.0,3980.0
665,1,440.0,430.0,4150.0
666,1,510.0,400.0,4280.0
667,1,530.0,450.0,4480.0
668,1,560.0,310.0,4481.0
669,1,550.0,500.0,4980.0
670,1,550.0,510.0,5075.0
671,1,550.0,500.0,5080.0
672,1,410.0,380.0,5780.0
673,1,400.0,400.0,5900.0
674,1,560.0,370.0,5990.0
675,1,550.0,520.0,6380.0
676,1,410.0,400.0,6407.0
677,1,560.0,450.0,6980.0
678,1,350.0,300.0,7003.0
679,1,110.0,72.0,7150.0
680,1,430.0,400.0,7309.0
681,1,560.0,500.0,8008.0
682,1,555.0,510.0,8037.0
683,1,1700.0,1500.0,8480.0
684,1,400.0,320.0,8700.0
685,1,410.0,400.0,9090.0
686,1,560.0,500.0,9125.0
687,1,520.0,500.0,9170.0
688,1,421.6,370.0,9184.0
689,1,1000.0,800.0,9235.0
690,1,560.0,520.0,9757.0
691,1,3090.0,1040.0,9775.0
692,1,410.0,400.0,9866.0
693,1,3090.0,1035.0,9900.0
694,1,520.0,460.0,9980.0
695,1,545.0,330.0,10363.0
696,1,450.0,245.0,11070.0
697,1,500.0,450.0,11800.0
698,1,440.0,430.0,11922.0
699,1,1600.0,700.0,11992.0
700,1,570.0,550.0,12455.0
701,1,500.0,430.0,12530.0
702,1,340.0,300.0,12643.0
703,1,520.0,450.0,12830.0
704,1,380.0,340.0,12998.0
705,1,3400.0,2000.0,13050.0
706,1,1050.0,970.0,13490.0
707,1,1000.0,900.0,13624.0
708,1,440.0,430.0,14165.0
709,1,440.0,430.0,14620.0
710,1,560.0,500.0,14707.0
711,1,1700.0,1500.0,14800.0
712,1,1400.0,750.0,15710.0
713,1,550.0,520.0,17347.0
714,1,550.0,520.0,17880.0
715,1,560.0,320.0,18780.0
716,1,560.0,310.0,19138.0
717,1,430.0,420.0,19870.0
718,1,1600.0,1300.0,20469.0
719,1,3470.0,2750.0,21670.0
720,1,540.0,520.0,21949.0
721,1,450.0,440.0,21985.0
722,1,1050.0,970.0,21990.0
723,1,1000.0,950.0,22663.0
724,1,3400.0,3000.0,22800.0
725,1,500.0,450.0,23800.0
726,1,1800.0,1200.0,24484.0
727,1,3400.0,2600.0,24490.0
728,1,3200.0,2200.0,24563.0
729,1,570.0,460.0,24800.0
730,1,3430.0,3230.0,27715.0
731,1,1000.0,950.0,28331.0
732,1,560.0,510.0,28498.0
733,1,560.0,510.0,28670.0
734,1,3200.0,2100.0,29517.0
735,1,2200.0,900.0,30580.0
736,1,3480.0,3080.0,30927.0
737,1,570.0,470.0,33173.0
738,1,560.0,525.0,34723.0
739,1,400.0,400.0,36097.0
740,1,545.0,490.0,37980.0
741,1,1050.0,950.0,39800.0
742,1,560.0,460.0,42979.0
743,1,570.0,460.0,45980.0
744,1,1500.0,1000.0,46590.0
745,1,530.0,510.0,48300.0
746,1,570.0,470.0,71961.0
747,1,560.0,560.0,72360.0
748,1,560.0,510.0,73535.0
749,1,550.0,520.0,81989.0
750,1,560.0,510.0,96359.0
751,1,140.0,18.0,140054.0
752,1,500.0,470.0,275517.0
753,1,270.0,200.0,293500.0
754,1,150.0,35.0,472983.0
755,1,410.0,400.0,5337.0
756,1,421.6,370.0,5652.0
757,1,520.0,500.0,7336.0
758,1,557.0,507.0,7557.0
759,1,3000.0,1000.0,10536.0
760,1,115.0,64.0,10593.0
761,1,360.0,360.0,18579.0
762,1,1050.0,1000.0,22167.0
763,1,1050.0,1000.0,33367.0
764,1,1050.0,1000.0,33367.0
765,1,1050.0,1000.0,58867.0
766,1,425.0,425.0,94175.0
767,1,15000.0,15000.0,215868.0
768,1,560.0,460.0,2780.0
769,1,500.0,300.0,2870.0
770,1,530.0,450.0,3080.0
771,1,550.0,450.0,3199.0
772,1,560.0,460.0,3272.0
773,1,400.0,390.0,3276.0
774,1,510.0,400.0,3280.0
775,1,340.0,320.0,3380.0
