0,name,url,hdd_ssd,capacity,rpm0/read1,cache0/write1,PRICE
184,SEAGATE ST3000DM008 [3TB SATA600 7200],https://kakaku.com/item/K0000902238/,0,3000.0,7200.0,64000.0,10463.0
186,SEAGATE ST33000651AS [3TB SATA600 7200],https://kakaku.com/item/K0000242120/,0,3000.0,7200.0,64000.0,11070.0
188,SEAGATE ST2000VM003 [2TB SATA600 5900],https://kakaku.com/item/K0000665228/,0,2000.0,5900.0,64000.0,11280.0
192,ロジテック 【直販モデル】 LHD-DA40SAKWGP [4TB SATA600 5400],https://kakaku.com/item/K0000724971/,0,4000.0,5400.0,64000.0,11880.0
195,東芝 DT01ACA300BOX [3TB SATA 7200],https://kakaku.com/item/K0000438645/,0,3000.0,7200.0,64000.0,12158.0
197,SEAGATE ST1000NM0055 [1TB SATA600 7200],https://kakaku.com/item/K0000935363/,0,1000.0,7200.0,128000.0,12480.0
203,WESTERN DIGITAL WD40EZRZ-RT [4TB SATA600 5400],https://kakaku.com/item/K0000820663/,0,4000.0,5400.0,64000.0,16141.0
204,SEAGATE ST2000NM0055 [2TB SATA600 7200],https://kakaku.com/item/K0000925300/,0,2000.0,7200.0,128000.0,16980.0
206,ロジテック 【直販モデル】 LHD-DA40SAKWR [4TB SATA600 7200],https://kakaku.com/item/K0000724970/,0,4000.0,7200.0,64000.0,17930.0
208,WESTERN DIGITAL WD2004FBYZ [2TB SATA600 7200],https://kakaku.com/item/K0000876594/,0,2000.0,7200.0,128000.0,18329.0
209,ロジテック 【直販モデル】 LHD-DA20SAKWRP [2TB SATA600 7200],https://kakaku.com/item/K0000724201/,0,2000.0,7200.0,64000.0,21340.0
211,WESTERN DIGITAL HUS726T4TALE6L4 [4TB SATA600 7200],https://kakaku.com/item/K0001114937/,0,4000.0,7200.0,256000.0,23100.0
213,SEAGATE ST4000NE0025 [4TB SATA600 7200],https://kakaku.com/item/K0000951727/,0,4000.0,7200.0,128000.0,24980.0
214,SEAGATE ST6000VN0041 [6TB SATA600 7200],https://kakaku.com/item/K0000896130/,0,6000.0,7200.0,128000.0,25270.0
216,SEAGATE ST8000DM0004 [8TB SATA600 7200],https://kakaku.com/item/K0000980074/,0,8000.0,7200.0,256000.0,29400.0
219,SEAGATE ST6000NE0023 [6TB SATA600 7200],https://kakaku.com/item/K0001032562/,0,6000.0,7200.0,256000.0,31549.0
220,ロジテック 【直販モデル】 LHD-DA60SAKWR [6TB SATA600 7200],https://kakaku.com/item/K0000724967/,0,6000.0,7200.0,64000.0,31790.0
221,ロジテック 【直販モデル】 LHD-DA40SAKWRP [4TB SATA600 7200],https://kakaku.com/item/K0000724203/,0,4000.0,7200.0,64000.0,33440.0
222,ロジテック 【直販モデル】 LHD-DA60SAKWGP [6TB SATA600 5400],https://kakaku.com/item/K0000724969/,0,6000.0,5400.0,64000.0,33440.0
223,SEAGATE ST6000NM0115 [6TB SATA600 7200],https://kakaku.com/item/K0001051524/,0,6000.0,7200.0,256000.0,33456.0
224,SEAGATE ST8000NM0055 [8TB SATA600 7200],https://kakaku.com/item/K0000880170/,0,8000.0,7200.0,256000.0,34800.0
226,SEAGATE ST6000NE0021 [6TB SATA600 7200],https://kakaku.com/item/K0000930244/,0,6000.0,7200.0,256000.0,36710.0
229,SEAGATE ST10000NE0004 [10TB SATA600 7200],https://kakaku.com/item/K0000930246/,0,10000.0,7200.0,256000.0,44470.0
233,SEAGATE ST12000NE0007 [12TB SATA600 7200],https://kakaku.com/item/K0001004784/,0,12000.0,7200.0,256000.0,49500.0
234,WESTERN DIGITAL WD121PURZ [12TB SATA600 7200],https://kakaku.com/item/K0001080062/,0,12000.0,7200.0,256000.0,50599.0
235,ロジテック 【直販モデル】 LHD-DA80SAKWR [8TB SATA600 5400],https://kakaku.com/item/K0000876887/,0,8000.0,5400.0,64000.0,55440.0
236,SEAGATE ST12000NE0008 [12TB SATA600 7200],https://kakaku.com/item/K0001192616/,0,12000.0,7200.0,256000.0,56700.0
239,SEAGATE ST12000NM0007 [12TB SATA600 7200],https://kakaku.com/item/K0001009304/,0,12000.0,7200.0,256000.0,61137.0
247,SEAGATE ST14000DM001 [14TB SATA600 7200],https://kakaku.com/item/K0001101159/,0,14000.0,7200.0,256000.0,85310.0
251,WESTERN DIGITAL WD10SPZX [1TB 7mm],https://kakaku.com/item/K0000983114/,0,1000.0,5400.0,128000.0,5280.0
252,東芝 MQ01ABD100 [1TB 9.5mm],https://kakaku.com/item/K0000276595/,0,1000.0,5400.0,8000.0,4674.0
253,WESTERN DIGITAL WD20SPZX [2TB 7mm],https://kakaku.com/item/K0001035209/,0,2000.0,5400.0,128000.0,9793.0
254,SEAGATE ST2000LX001 [2TB 7mm],https://kakaku.com/item/K0000930260/,0,2000.0,5400.0,128000.0,8280.0
256,WESTERN DIGITAL WD40NPZZ [4TB 15mm],https://kakaku.com/item/K0000976782/,0,4000.0,5400.0,8000.0,15645.0
257,東芝 MQ01ABD050 [500GB 9.5mm],https://kakaku.com/item/K0000276597/,0,500.0,5400.0,8000.0,3442.0
258,SEAGATE ST1000LM048 [1TB 7mm],https://kakaku.com/item/K0000920811/,0,1000.0,5400.0,128000.0,4818.0
260,SEAGATE ST1000LM049 [1TB 7mm],https://kakaku.com/item/K0001055642/,0,1000.0,7200.0,128000.0,6780.0
261,SEAGATE ST4000LM024 [4TB 15mm],https://kakaku.com/item/K0000930256/,0,4000.0,5400.0,128000.0,13800.0
262,WESTERN DIGITAL WD5000LPCX [500GB 7mm],https://kakaku.com/item/K0000862479/,0,500.0,5400.0,16000.0,4180.0
263,SEAGATE ST2000LM015 [2TB 7mm],https://kakaku.com/item/K0000920810/,0,2000.0,5400.0,128000.0,8690.0
264,WESTERN DIGITAL WD5000MPCK [500GB 5mm],https://kakaku.com/item/K0000624750/,0,500.0,5400.0,16000.0,3200.0
265,東芝 MQ01ABD100M [1TB 9.5mm],https://kakaku.com/item/K0000914396/,0,1000.0,5400.0,8000.0,4665.0
266,SEAGATE ST2000LM007 [2TB 7mm],https://kakaku.com/item/K0000874961/,0,2000.0,5400.0,128000.0,7394.0
269,SEAGATE ST1000LX015 [1TB 7mm],https://kakaku.com/item/K0000930259/,0,1000.0,5400.0,128000.0,7280.0
272,WESTERN DIGITAL WD3200LPVX [320GB 7mm],https://kakaku.com/item/K0000519162/,0,320.0,5400.0,8000.0,2472.0
273,HGST HTS545050A7E680 [500GB 7mm],https://kakaku.com/item/K0000694059/,0,500.0,5400.0,8000.0,3461.0
274,SEAGATE ST250LT003 [250GB 7mm],https://kakaku.com/item/K0000393713/,0,250.0,5400.0,16000.0,2176.0
275,WESTERN DIGITAL WD5000LPVX [500GB 7mm],https://kakaku.com/item/K0000512071/,0,500.0,5400.0,8000.0,3461.0
276,東芝 MK3276GSX [320GB 9.5mm],https://kakaku.com/item/K0000255902/,0,320.0,5400.0,8000.0,3740.0
277,HGST HTS541680J9AT00 (80G 9.5mm),https://kakaku.com/item/05360410350/,0,80.0,5400.0,8000.0,4578.0
278,SEAGATE ST250LT007 [250GB 7mm],https://kakaku.com/item/K0000393719/,0,250.0,7200.0,16000.0,3022.0
279,WESTERN DIGITAL WD3200BEVT (320G 9.5mm),https://kakaku.com/item/05366010527/,0,320.0,5400.0,8000.0,3560.0
280,HGST HTS545050B7E660 [500GB 7mm],https://kakaku.com/item/K0000960171/,0,500.0,5400.0,16000.0,4450.0
281,WESTERN DIGITAL WD3200BPVT [320GB 9.5mm],https://kakaku.com/item/K0000274643/,0,320.0,5400.0,8000.0,4450.0
283,SEAGATE ST500LM030 [500GB 7mm],https://kakaku.com/item/K0000930254/,0,500.0,5400.0,128000.0,4650.0
284,HGST HTS727564A9E364 [640GB 9.5mm],https://kakaku.com/item/K0000156534/,0,640.0,7200.0,16000.0,4665.0
287,SEAGATE ST500LX025 [500GB 7mm],https://kakaku.com/item/K0000930258/,0,500.0,5400.0,128000.0,6039.0
288,HGST HTS541616J9AT00 (160G 9.5mm),https://kakaku.com/item/05360410348/,0,160.0,5400.0,8000.0,6050.0
289,WESTERN DIGITAL WD2500BEVE (250GB 9.5mm),https://kakaku.com/item/05366010558/,0,250.0,5400.0,8000.0,6950.0
290,東芝 MQ01ABD100BOX [1TB 9.5mm],https://kakaku.com/item/K0000438685/,0,1000.0,5400.0,8000.0,7780.0
291,SEAGATE ST5000LM000 [5TB 15mm],https://kakaku.com/item/K0000930257/,0,5000.0,5400.0,128000.0,17770.0
292,HGST HTS543225A7A384 [250GB 7mm],https://kakaku.com/item/K0000116655/,0,250.0,5400.0,8000.0,2275.0
293,東芝 MK2576GSX [250GB 9.5mm],https://kakaku.com/item/K0000255901/,0,250.0,5400.0,8000.0,2900.0
294,東芝 MK4058GSX (400GB 9.5mm),https://kakaku.com/item/05361010630/,0,400.0,5400.0,8000.0,3392.0
295,HGST HTS543232L9A300 (320GB 9.5mm),https://kakaku.com/item/05360410543/,0,320.0,5400.0,8000.0,3758.0
